title,performers,event_dates,price,venue,location,contact_information,description,genres,source_url,cluster
Tennessee Rising: The Dawn of Tennessee Williams,Jacob Storms,"April 08, 2026 7:30 pm",$30 – $50,The Reser,"12625 SW Crescent St Beaverton, OR 97005",Not provided in source.,"Jacob Storms' ""Tennessee Rising: The Dawn of Tennessee Williams,"" originally directed by Alan Cumming, is a critically acclaimed one-man show that has won awards and been showcased at various prestigious festivals.",Not provided in source.,https://thereser.org/event/tennessee-rising-the-dawn-of-tennessee-williams/,1
"A Decade in Motion - Philip Mahoney with Special Guest, Jay R","Philip Mahoney, Jay R","April 11, 2026 7:00pm",$48.50 – $93.50,Patricia Reser Center for the Arts,"12625 SW Crescent St Beaverton, OR 97005",Not provided in source.,"Celebrate a milestone evening with Philip Mahoney, known as the “Filipino Kenny G,” marking 10 years in the music industry. He will be joined by Jay R, the “Philippine King of R&B,” for a night of smooth jazz and R&B.","Jazz, R&B",https://thereser.org/event/a-decade-in-motion-philip-mahoney-with-special-guest-jay-r/,14
Karaoke Bike Ride,Not provided in source.,"Saturday, January 17th, 2026 at 2:30 pm",Not provided in source.,Abernethy Elementary School (SE),Not provided in source.,Not provided in source.,"Participants join for a unique karaoke experience while riding bikes, providing a liberating experience away from the typical setting.",Not provided in source.,https://bikeportland.org/2026/01/15/weekend-event-guide-forest-park-mutual-aid-karaoke-and-more-398930,1
A New Love In Tokyo,Not provided in source.,"Thursday, March 5, 7:30 pm",$12,Hollywood Theatre,"4122 NE Sandy Blvd, Portland, OR 97212",Not provided in source.,"A new restoration of Banmei Takahashi’s erotic 1994 film showcasing the lives of Ayumi, a call girl, and Rei, a seasoned dominatrix, exploring their nocturnal experiences in Shinjuku and Shibuya.","Film, Erotic",https://everout.com/portland/events/a-new-love-in-tokyo/e231176/,29
The Undisputable Geniuses of Comedy 2026,"Virginia Jones, Geoff Tate, Mx. Dahlia Belle, Julian Gray, Kate Murphy, Jewels Field, Peachy Springs, Adam Pasi, Nariko Ott, Matt Braunger","March 27, 2026 at 8:00 PM",$20.00,Revolution Hall,"1300 SE Stark St., Portland, OR 97214",Not provided in source.,"The Portland Mercury presents the Undisputable Geniuses of Comedy 2026, featuring top stand-up comedians and drag artistry from local talent.",Comedy,https://btt.boldtypetickets.com/events/180813096/the-undisputable-geniuses-of-comedy-2026,12
LOS AMIGOS INVISIBLES,Los Amigos Invisibles,"March 08, 2026, 8:00 pm PDT",$40.66,Star Theater,"13 NW Sixth Avenue, Portland, OR 97209","(866) 777-8932, dantesstartheater@gmail.com","Los Amigos Invisibles is a Venezuelan band known for their unique sound that blends disco, acid jazz, funk, and Latin rhythms. They gained international recognition after being discovered by David Byrne in 1996. The band has released ten studio albums and received multiple awards, including a Grammy Latino.","Disco, Acid Jazz, Funk, Latin",https://www.startheaterportland.com/tm-event/los-amigos-invisibles/,30
50 Year Anniversary Ribbon Cutting & Reception at Biamp Systems,Not provided in source.,"April 23, 2026 3:00 PM - 5:30 PM (PDT)",Not provided in source.,Biamp Systems,Not provided in source.,Beaverton Area Chamber of Commerce,Email: jafar@beaverton.org,Join us as we celebrate Biamp Systems' 50 years and cut the ribbon for the Biamp History Museum. Gather at 3:00 PM; Ribbon Cutting at 3:30 PM. Join us after the Ribbon Cutting for a reception. Registration is requested.,Not provided in source.,31
Ronnie Baker Brooks with special guest Mary Flower,"Ronnie Baker Brooks, Mary Flower","March 02, 2026 6:00 PM",Not provided in source.,Alberta Rose Theatre,"3000 NE Alberta Street, Portland, OR 97211","booking@albertarosetheatre.com, 503.719.6055","Ronnie Baker Brooks, a talented Chicago bluesman, performs with special guest Mary Flower, who opens the show with a solo set. The event promises a showcase of powerhouse blues and soul music influenced by many blues legends.","Blues, Blues-Rock",https://albertarosetheatre.com/event/ronnie-baker-brooks-with-special-guest-mary-flower/alberta-rose-theatre/portland-oregon/,123
Bruce Springsteen brings 'Land of Hopes & Dreams American Tour' to Portland,Bruce Springsteen and the E Street Band,"Friday, April 3, 2026",Not provided in source.,Moda Center,"Portland, Oregon",Not provided in source.,Bruce Springsteen and the E Street Band will perform as part of their 'Land of Hope and Dreams American Tour' at the Moda Center in Portland. This marks their first U.S. show since 2024.,Rock,https://katu.com/news/local/bruce-springsteen-brings-land-of-hopes-dreams-american-tour-to-portland-in-april-e-street-band-ticckets-date-moda-center-on-sale,22
St. Patrick's Day Festival at Wonderlove!,"The Heartbleeders, Joseph Linahon, Cazrep, Shay Baca","Saturday, March 14 at 1:00 PM to Tuesday, March 17 at 11:30 PM",Free,Wonderlove,"262 Southeast Main Street, Portland, OR 97214",Not provided in source.,"A multi-day, all ages festival celebrating Irish culture at Wonderlove, featuring live music, vendors, food trucks, and themed activities.","Irish Folk, Live DJ",https://www.eventbrite.com/e/st-patricks-day-festival-at-wonderlove-tickets-1982855368785,33
The Moment,Not provided in source.,"March 7, 2026, 4:00 pm - 6:00 pm","Free for Members, $27.50 Adults, $24.50 Seniors 65+, $22.50 Students, Free for Children 17 and under",PAM CUT’s Tomorrow Theater,"3530 SE Division St., Portland, OR 97202","info@pam.org, 503-226-2811","""The Moment"" is an event taking place at the Portland Art Museum, focusing on art and experience. The theater is committed to accessibility and offers various accommodations for attendees.",Not provided in source.,https://portlandartmuseum.org/event/the-moment/,1
Experience The Queen Pluto,"Poison Waters, Queen Pluto","Sunday, March 8, 2026 from 6:00 PM to 8:30 PM",Not provided in source.,Darcelle XV Showplace,"208 Northwest 3rd Avenue, Portland, OR, USA",Not provided in source.,"Experience The Queen Pluto is a one-person drag show featuring Queen Pluto, who will share stories of her past and dreams for the future, filled with performances, love, and laughter.",Not provided in source.,https://www.eventbrite.com/e/experience-the-queen-pluto-tickets-1980572840682,1
GLOBAL BASED PRESENTS: MJ NEBREDA,"MJ NEBREDA (HYBRID SET), LEAH YORK (SEA), MEOWHOUSE PATRONA","February 07, 2026 at 9:00 PM",$0 to $19.17,Holocene,"1001 Southeast Morrison Street, Portland, OR 97214",503.239.7639,"Join the much-anticipated return of MJ NEBREDA, a leading voice in the Latin club movement from Venezuela, with support acts Leah York and Meowhouse Patrona.",Latin Club,https://www.holocene.org/event/global-based-presents-mj-nebreda-%e2%8b%86-21/holocene/portland/,34
KAHIL EL'ZABAR'S ETHNIC HERITAGE ENSEMBLE (LATE SHOW),Kahil El'Zabar's Ethnic Heritage Ensemble,"Sun February 08, 2026 (Doors: 9:30 pm, SHOW: 10:00 pm PST)",$31.39 - $237.39,Jack London Revue,"529 SW 4th Ave, Portland, OR 97204",Not provided in source.,"Kahil El’Zabar’s Ethnic Heritage Ensemble is performing as part of the 53rd Annual Black History Month, Let The Spirit Out! Tour.",Not provided in source.,https://www.jacklondonrevue.com/tm-event/kahil-elzabars-ethnic-heritage-ensemble-late-show/,1
CITY POP! VALENTINES EDITION!,"SEASIDE.FM, JOE BALL","Thursday, February 12, 7:00 PM",$15.28,Holocene,"1001 Southeast Morrison Street, Portland, OR 97214",503.239.7639,"A special Valentine's edition of City Pop featuring Japanese boogie, J-jazz, and new wave music. The event includes renowned all-vinyl DJ SEASIDE.FM and Joe Ball, with a vinyl pop-up featuring unique music offerings.","Japanese Boogie, J-Jazz, New Wave",https://www.holocene.org/event/city-pop-valentines-edition-japanese-boogie-j-jazz-new-wave-night-w-seaside-fm-joe-ball-21/holocene/portland/,35
Look With Me,Not provided in source.,"January 4, 2026, 12:00 pm - 3:00 pm",Included with general admission,Portland Art Museum,"1219 SW Park Ave, Portland, OR","info@pam.org, 503-226-2811","""Look With Me"" offers 20-minute, drop-in sessions focused on one artwork at a time, encouraging participants to notice and discuss details they might overlook. This interactive experience is guided by volunteer facilitators and includes sessions led in American Sign Language (ASL) once a month.",Not provided in source.,https://portlandartmuseum.org/event/look-with-me-1-4-2026/,1
TIGER FOX Presents: Monty x Visages,"Monty, Visages, Echo Brown, The Brund","April 23, 2026, 9:00 PM - April 24, 2026, 2:00 AM PDT",Not provided in source.,The Den,"116 SE Yamhill St, Portland, OR 97217, USA",Tiger Fox Presents,"TIGER FOX Presents an immersive music event featuring performances by Monty and Visages, alongside Echo Brown and The Brund, creating a vibrant nightlife experience.","Electronic, Dance, Drum and Bass, Rave, Nightlife",https://events.humanitix.com/mxv,36
The Lobby: Seeing the What,Not provided in source.,"March 5 through May 23, 2026",Free,The Writers' Block,"818 NW Flanders St, Portland, OR 97209",Not provided in source.,The Lobby returns with a three-month pop-up exhibition titled Seeing the What at The Writers' Block Art Gallery. The exhibition explores perception and interpretation through works by various artists and invites viewers to reconsider how meaning is constructed through looking.,Visual Art,https://everout.com/portland/events/the-lobby-seeing-the-what/e230628/,37
Max Castillo & Aaron Monte,"Max Castillo, Aaron Monte","April 26, 2026 at 7:30 PM",$20.00,The Siren Theater,"3913 N. Mississippi Ave, Portland, OR 97227",http://www.sirentheater.com,"Max Castillo and Aaron Monte will perform live, combining stand-up comedy with comedy rap at The Siren Theater in Portland.","Comedy, Rap",https://www.merctickets.com/events/183150664/max-castillo-aaron-monte,38
The Neon Room at Helium: Laura Peek,Laura Peek,5th March 2026 at 8:00 PM,Not provided in source.,Helium Comedy Club,Portland,Not provided in source.,"Laura Peek, a notable young stand-up comic from Nashville, is performing at Helium Comedy Club. She is recognized for her storytelling and wit, and has performed alongside various renowned comics.",Not provided in source.,https://dopdx.com/events/2026/3/5/the-neon-room-at-helium-laura-peek-tickets,1
WiMI Women In Construction Event,Not provided in source.,"February 28, 2026 at 5:00 PM",Not provided in source.,Topgolf Hillsboro,"5505 Northeast Huffman Street, Hillsboro, OR 97124",Not provided in source.,"The WiMI Women In Construction Event is an empowering gathering celebrating women in the construction industry. It offers fun events, networking opportunities, and the chance to share experiences and stories.",Not provided in source.,https://www.eventbrite.com/e/wimi-women-in-construction-event-tickets-1984102680528,1
Live Music: Mama Sam and The Jam,Mama Sam and The Jam,"February 14, 2026 at 7:00 pm",Not provided in source.,The Sou'wester Lodge,Not provided in source.,Not provided in source.,"Portland based, Psychedelic Folk Pop band, Mama Sam & The Jam lifts vibrations and gives goosebumps.",Psychedelic Folk Pop,https://kmun.org/events-calendar-coast-community-radio/2026-02-14/,39
Lotus & Lion: A Festival of Music and Dance,"Portland Chamber Orchestra, White Lotus Foundation Lion Dancers",Tue March 3 7:30 PM,$19.50 – $64.50,Patricia Reser Center for the Arts,Beaverton,Not provided in source.,"Celebrate Lunar New Year with a vibrant fusion of music and dance, featuring performances by the Portland Chamber Orchestra and the White Lotus Foundation. The evening includes powerful works by composers Oswald Huỳnh and Bright Sheng, alongside a lion dance performance.","Music, Dance",https://dopdx.com/events/2026/3/3/lotus-lion-a-festival-of-music-and-dance-tickets,40
Live Music: Aika Collins and Erin Adkisson at the Sou'Wester Lodge,"Aika Collins, Erin Adkisson",17 January 2026 7:00 pm - 8:30 pm,Free,The Sou'wester Lodge,Not provided in source.,Not provided in source.,"Aika Collins and Erin Adkisson will perform live music at The Sou'wester Lodge, showcasing their talents as Portland-based musicians.",Not provided in source.,https://kmun.org/events-calendar-coast-community-radio/2026-01-17/,1
Impact NW Community Playgroup,Not provided in source.,"February 27, 2026 at 11:00 am",Free,Brentwood-Darlington Community Center,"7211 SE 62nd Ave Portland, O 97206 United States",Not provided in source.,The Community Playgroup encourages positive interactions between parents and children in a welcoming environment. It requires sign-up due to limited capacity.,Not provided in source.,https://pdxparent.com/event-single/impact-nw-community-playgroup-3/2026-02-27/,1
Learn about Google Drive with Goodwill Industries,Goodwill Industries,"24th February 2026, 2:00 PM - 3:30 PM",Not provided in source.,Rockwood Library - Rockwood Large Community Room A,"17917 Southeast Stark Street, Portland, OR, 97233",(503) 988-5123,"Gain a greater understanding of the power and use cases for Cloud Storage through an introduction to Google Drive, including benefits of using cloud storage, file handling, and Google Drive for Businesses.",Not provided in source.,https://events.multcolib.org/event/14675647&registration=true,1
GrindHouse disco~glam~metal~punk,Not provided in source.,"21st February 2026, 11:30 PM PST",$1.05,Dante's Live,"350 W Burnside St, Portland, OR, 97209, US",(866) 777-8932; DantesStarTheater@gmail.com,GrindHouse disco~glam~metal~punk event taking place at Dante's Live.,"disco, glam, metal, punk",https://www.danteslive.com/tm-event/grindhouse-discoglammetalpunk-21/,23
Mizna Wada: Kowaii Club 666,Mizna Wada,"March 13, 2026, 5:00 PM - 7:00 PM (Every Saturday & Sunday, through April 5, 2026, 12:00 PM - 4:00 PM & 5:00 PM - 7:00 PM)",Free,Nucleus House,"1137 NE Alberta St, Portland, OR 97211",Not provided in source.,"Mizna Wada: Kowaii Club 666 is an art event featuring Japan-based illustrator Mizna Wada, known for her unique style that incorporates themes from horror comics and movies.",Visual Art,https://everout.com/portland/events/mizna-wada-kowaii-club-666/e230938/,37
